"x","cust_id","device_name","line","released","sex","pronouns","emoji_modifier","income","Population","age"
6098,"53aad72d-7841-4955-8ad5-40f0819021eb","Run BE","Run",2020-11-20,"Female","she/her",NA,65829,2731571,41.9378321730668
6099,"53abae71-f783-49ab-a28a-a145299a04d3","Advance","Advance",2020-08-20,"Male","he/him","U+1F3FE",69024,536917,76.4904109589041
6100,"53adc616-4192-464a-813b-afe87d3fa6de","Active Alpha","Active",2020-12-30,"Male","he/him",NA,65280,3914,28.1013698630137
6101,"53b008c3-5c1c-4819-8edb-4cbe5e303d02","Advance 2","Advance",2021-07-08,"Male","he/him","U+1F3FB",97334,1239220,76.0082191780822
6102,"53b45dcc-9122-438a-ae51-0fc23a59bb03","Advance 2","Advance",2021-07-08,"Female","she/her",NA,65829,2731571,56.372602739726
6103,"53ba85b5-8b5c-482f-b7ec-1d377bf6439e","Run BE","Run",2020-11-20,"Female","she/her","U+1F3FD",50227,1704694,70.3671232876712
6104,"53bc9e80-3547-4388-a3ff-a7d2ab412400","Run BE","Run",2020-11-20,"Male","he/him","U+1F3FE",70211,159458,48.0575342465753
6105,"53c0c7b6-b1ff-4850-aeb1-73dae7d9f3d5","Run BE","Run",2020-11-20,"Female","she/her","U+1F3FE",64737,232755,23.358904109589
6106,"53c1f0a1-61bc-4905-9f65-5022f9a74839","Run 875","Run",2019-09-12,"Male","he/him","U+1F3FC",65829,2731571,47.3424657534247
6107,"53cc271a-c91c-463a-8855-eb69275ea175","Run ON","Run",2021-12-04,"Female","she/her","U+1F3FC",50227,1704694,31.8520547945205
6108,"53cec73a-bdab-4e4f-aa8c-14e67027c6a2","Advance 2","Advance",2021-07-08,"Female","she/her","U+1F3FC",65829,2731571,67.5342465753425
6109,"53d31ca1-121b-486f-8951-54fc3e386d73","Active Alpha","Active",2020-12-30,"Male","he/him","U+1F3FB",65829,2731571,24.6328767123288
6110,"53d5f365-f661-45cc-aad2-f8ffe0902c0c","Active","Active",2019-10-13,"Female","she/her","U+1F3FE",50227,1704694,90.8767123287671
6111,"53d79472-8b39-46e6-a40d-bce0bd919d5f","Advance 2","Advance",2021-07-08,"Female","she/her","U+1F3FE",65829,2731571,52.1753424657534
6112,"53ecb269-14a3-4290-b543-7b8aa3205467","Advance 2","Advance",2021-07-08,"Female","she/her",NA,50227,1704694,20.6191780821918
6113,"53f45caa-f905-48cb-b0c3-b617a4e7a1c2","Advance 2","Advance",2021-07-08,"Female","she/her","U+1F3FD",51706,161323,53.9269032113182
6114,"53fcd09d-ae5a-4c1f-aec7-cdae1e0139a3","Advance","Advance",2020-08-20,"Female","she/her",NA,65241,198309,49.3804551238865
6115,"5400515c-c042-420e-8d3d-9bb7b9caea13","Active Alpha","Active",2020-12-30,"Female","she/her","U+1F3FE",65829,2731571,67.3698630136986
6116,"540154c4-da74-40fd-8a03-0a265c058b6c","Run BE","Run",2020-11-20,"Female","she/her","U+1F3FB",65829,2731571,55.7178082191781
6117,"5403ecc4-a95e-486f-8bdc-b00e3fb49f31","Run BE","Run",2020-11-20,"Male","he/him","U+1F3FC",65829,2731571,45.5935698779849
6118,"540670cf-050b-43b3-8aa5-074760683170","Run ON","Run",2021-12-04,"Male","he/him","U+1F3FC",69553,403131,53.1342465753425
6119,"540b9fb1-c726-44f5-a9a7-d697a8287977","Advance 2","Advance",2021-07-08,"Female","she/her","U+1F3FB",83018,721599,46.4986301369863
6120,"540fb6d5-4589-4dc1-8dfb-7b48054aa698","Advance 2","Advance",2021-07-08,"Female","she/her","U+1F3FE",50227,1704694,29.172602739726
6121,"540fe520-48f1-43a5-97a1-c4111d786ae4","Run BE","Run",2020-11-20,"Female","she/her",NA,65829,2731571,92.2301369863014
6122,"5414feaa-b217-47b2-859d-090dca289e2d","Run BE","Run",2020-11-20,"Female","she/her","U+1F3FB",65829,2731571,45.336739276892
6123,"541a1a7d-fb08-4284-81e1-38fc3acfddcc","Advance 2","Advance",2021-07-08,"Male","he/him",NA,50227,1704694,46.8219178082192
6124,"541c509e-30b3-4a14-85fc-6590e0548ddd","Advance 2","Advance",2021-07-08,"Female","she/her","U+1F3FB",65327,631486,48.6547945205479
6125,"5420df0e-cdb8-454b-891d-1169aef34f17","Run ON","Run",2021-12-04,"Male","he/him","U+1F3FB",50227,1704694,18.0712328767123
6126,"54241741-cc5b-4dd2-a9c1-f9d6859d9dca","Active HR","Active",2019-10-13,"Female","she/her",NA,65829,2731571,26.5479452054795
6127,"5426459b-445d-4536-9ad2-62a5e0cb7e95","Advance","Advance",2020-08-20,"Male","he/him","U+1F3FC",65829,2731571,43.9479452054794
6128,"542af63c-0b25-41f1-b576-386fcff71c62","Advance","Advance",2020-08-20,"Female","she/her","U+1F3FB",65829,2731571,59.4356164383562
6129,"542c5c42-bc05-491a-b3c7-42cd2552a321","Advance 2","Advance",2021-07-08,"Male","he/him","U+1F3FD",50227,1704694,52.5260273972603
6130,"542c5e70-0a09-4618-85bf-024822c62c8c","Run ON","Run",2021-12-04,"Male","he/him","U+1F3FE",69024,536917,47.7123287671233
6131,"542f04cb-9327-4134-95fd-c41577a410f5","Run BE","Run",2020-11-20,"Male","he/him","U+1F3FB",65829,2731571,49.6181600419193
6132,"543168bd-4739-4f88-8dcb-c34da8e89f3a","iDOL","iDOL",2018-08-24,"Female","she/her","U+1F3FE",51706,161323,47.3287671232877
6133,"54362719-6338-4e36-b90d-f5806463e4b5","Advance 2","Advance",2021-07-08,"Female","she/her","U+1F3FB",85981,934243,39.2849315068493
6134,"543d6e0d-cb18-4329-afcf-1be32079ad16","Advance 2","Advance",2021-07-08,"Female","she/her","U+1F3FD",65829,2731571,56.1917808219178
6135,"543f417e-4f5e-4503-9017-0f8d7ce25103","Run BE","Run",2020-11-20,"Female","she/her",NA,65829,2731571,44.6219178082192
6136,"5441ca3a-60e7-4f4c-b7d0-be73b790a0e1","Advance 2","Advance",2021-07-08,"Female","she/her","U+1F3FF",50227,1704694,18.2657534246575
6137,"54470bd6-bec9-45e4-ad7e-3671f43a1e8c","Run ON","Run",2021-12-04,"Male","he/him","U+1F3FD",65829,2731571,72.4328767123288
6138,"5447f16b-047f-4c6e-ac74-520fba496e30","Run ON","Run",2021-12-04,"Female","she/her","U+1F3FF",65829,2731571,32.0739726027397
6139,"54565320-e1f2-4976-bed5-78281a5b976b","Advance","Advance",2020-08-20,"Male","he/him","U+1F3FB",77494,517887,55.3698630136986
6140,"545828d3-4cf3-4152-aed8-f99a30262324","Run BE","Run",2020-11-20,"Female","she/her","U+1F3FD",68703,276245,71.0630136986301
6141,"546197cb-06a0-4ded-bcdb-9b94db61f312","Advance","Advance",2020-08-20,"Male","he/him",NA,65829,2731571,53.9159742495696
6142,"54638c25-0db6-489b-aa65-3434c298c368","Advance","Advance",2020-08-20,"Female","she/her","U+1F3FE",50227,1704694,58.8849315068493
6143,"5463b37c-6209-4f95-a92f-e6fe04ff8e23","Run BE","Run",2020-11-20,"Female","she/her",NA,87225,932546,46.1095890410959
6144,"5465b391-e258-4028-b5a6-6dfdac293d3b","Run ON","Run",2021-12-04,"Male","he/him","U+1F3FF",65829,2731571,36.4657534246575
6145,"54735306-f161-4d0e-969d-894b8e19ee9e","Run 875","Run",2019-09-12,"Male","he/him","U+1F3FB",65829,2731571,54.4821917808219
6146,"547e7d34-5473-4914-9e58-ff06f3f39c87","Run BE","Run",2020-11-20,"Female","she/her","U+1F3FF",65829,2731571,87.5945205479452
6147,"548471de-e240-4f07-82ad-f74124159206","Advance","Advance",2020-08-20,"Female","she/her",NA,68402,705244,40.0684931506849
6148,"548a96fb-e5ac-4695-aebd-affc5eec5f71","Advance 2","Advance",2021-07-08,"Male","he/him","U+1F3FF",52132,67575,48.7397260273973
6149,"548fc8c4-e3d5-428e-ad56-18d109e62363","Active HR","Active",2019-10-13,"Female","she/her",NA,83018,721599,46.7479452054795
6150,"5491edf9-7383-4961-b0d2-e93f10bb2028","Advance","Advance",2020-08-20,"Female","she/her","U+1F3FE",85981,934243,20.3424657534247
6151,"54928b2c-e5b2-441f-b471-dd8bbb63c042","Active Alpha","Active",2020-12-30,"Female","she/her","U+1F3FE",50227,1704694,67.6931506849315
6152,"5499768f-f0ee-482d-be7a-e8b482289245","Run ON","Run",2021-12-04,"Female","she/her","U+1F3FD",50700,134413,83.9123287671233
6153,"549b70d5-a8e1-490e-8a24-fb7d40adb49e","Advance 2","Advance",2021-07-08,"Female","she/her",NA,97334,1239220,18.3287671232877
6154,"549d163c-b961-4792-8bc6-196e09c77204","Advance 2","Advance",2021-07-08,"Female","she/her","U+1F3FD",50227,1704694,57.284826708586
6155,"549d9366-36fd-4757-b597-d2bed7d3990c","Advance 2","Advance",2021-07-08,"Male","he/him","U+1F3FB",72511,141397,41.1616438356164
6156,"549ec00d-6571-4b21-8045-cab913343ba2","Run BE","Run",2020-11-20,"Female","she/her","U+1F3FC",51706,161323,32.4109589041096
6157,"54a9bbb1-2c54-4e95-9b9d-a6d3625f6128","Run ON","Run",2021-12-04,"Male","he/him","U+1F3FE",50227,1704694,49.3176135938319
6158,"54ab098d-9660-45e8-aab8-3975e096adeb","Advance 2","Advance",2021-07-08,"Female","she/her","U+1F3FC",73822,90280,39.4575342465753
6159,"54ac1d6e-6196-4213-a9a9-ad68925d9710","Advance","Advance",2020-08-20,"Female","she/her","U+1F3FD",61094,90504,48
6160,"54aebc4d-1b61-4385-af7d-1ce4dc6eddfb","Active","Active",2019-10-13,"Male","he/him","U+1F3FE",68402,705244,69.4952092222472
6161,"54b2c484-8144-4d00-8e3d-981b0fb4dc9e","Advance 2","Advance",2021-07-08,"Female","she/her","U+1F3FE",65829,2731571,70.1506849315068
6162,"54b519aa-2f72-4577-aea1-1241856cf501","Run 875","Run",2019-09-12,"Male","he/him",NA,59881,531902,54.0602739726027
6163,"54b6e995-8635-420f-a3c4-d74d055415c0","Advance 2","Advance",2021-07-08,"Female","she/her","U+1F3FD",97334,1239220,55.8712328767123
6164,"54b81364-76fb-4af6-85e6-1afedc39b1c6","Run ON","Run",2021-12-04,"Male","he/him","U+1F3FC",89028,328966,68.8383561643836
6165,"54bafcdb-d3f6-4d34-807d-0468a019be7b","Run BE","Run",2020-11-20,"Female","she/her",NA,65829,2731571,33.1616438356164
6166,"54bdbb8c-f79c-4640-a4a8-62b8a6889cb2","Advance 2","Advance",2021-07-08,"Female","she/her","U+1F3FF",65829,2731571,17.3667939217007
6167,"54bf95d6-24a6-4bd6-aaec-a1d352573eef","Advance 2","Advance",2021-07-08,"Female","she/her","U+1F3FF",97334,1239220,63.0684931506849
6168,"54c1224c-82ab-49d8-9f05-104ee0fb54b6","Advance 2","Advance",2021-07-08,"Male","he/him","U+1F3FB",109992,61581,32.958904109589
6169,"54c6a215-760c-4e94-963a-b3f1fbc4d0a5","Active HR","Active",2019-10-13,"Male","he/him","U+1F3FF",50227,1704694,66.9616438356164
6170,"54c8cbfa-2a89-497a-ab09-0bcf91afa336","Run ON","Run",2021-12-04,"Male","he/him","U+1F3FB",85981,934243,44.4794520547945
6171,"54c8f09c-5072-47f2-8e1f-6d8310f2898a","Run ON","Run",2021-12-04,"Male","he/him","U+1F3FC",65829,2731571,45.0246575342466
6172,"54d176f0-a39c-4f30-880c-a653c0285424","Active HR","Active",2019-10-13,"Female","she/her","U+1F3FD",70211,159458,41.241095890411
6173,"54d195de-8802-4202-830d-ee89e28173da","Run BE","Run",2020-11-20,"Female","she/her","U+1F3FB",65829,2731571,71.6027397260274
6174,"54d1996c-49ea-488a-99f5-e51c7b701aae","Advance 2","Advance",2021-07-08,"Male","he/him",NA,50227,1704694,46.2876712328767
6175,"54d8fff5-4374-49a1-af76-5935f9c602a3","Run BE","Run",2020-11-20,"Male","he/him","U+1F3FF",65829,2731571,42.3808219178082
6176,"54da28bf-881a-4098-a811-e2190c68b505","Active Alpha","Active",2020-12-30,"Female","she/her","U+1F3FE",50227,1704694,70.0712328767123
6177,"54da81ce-5ab1-48db-952c-c8c0f82a7882","Advance 2","Advance",2021-07-08,"Male","he/him","U+1F3FF",58720,145949,20.3835616438356
6178,"54db4c63-7089-4517-ba8d-b2c582f0bf41","Advance 2","Advance",2021-07-08,"Female","she/her",NA,65241,198309,71.1890410958904
6179,"54dd9e4c-8e92-4652-84b1-a4f9b01932a1","Advance 2","Advance",2021-07-08,"Male","he/him",NA,70774,233222,50.6493150684932
6180,"54dfdbfd-e481-43a4-bbd3-e49a87b68933","Active Alpha","Active",2020-12-30,"Male","he/him","U+1F3FB",50227,1704694,28.1452054794521
6181,"54e0d899-ec4d-490d-b3b5-2793de726f79","Active Alpha","Active",2020-12-30,"Male","he/him","U+1F3FE",50227,1704694,35.2575342465753
6182,"54e4ee32-c090-4f7e-8a40-52d1d665df1c","Advance","Advance",2020-08-20,"Female","she/her",NA,85981,934243,61.2793622277117
6183,"54e5f5d0-fcb1-421f-9f1b-e6dc2adec999","Run 875","Run",2019-09-12,"Female","she/her","U+1F3FE",65829,2731571,54.8849315068493
6184,"54e99090-5920-4fba-8d0c-098a7edfbc8d","Run 875","Run",2019-09-12,"Male","he/him","U+1F3FF",65829,2731571,36.4739726027397
6185,"54ee526e-5d4a-425f-a489-b506cd1da9de","Advance","Advance",2020-08-20,"Female","she/her","U+1F3FE",70774,233222,70.9013698630137
6186,"54f068b6-c534-4279-9cea-ef58df69305a","Run BE","Run",2020-11-20,"Female","she/her","U+1F3FD",65829,2731571,68.9808219178082
6187,"54f62106-539b-4c95-bb71-815a6c2773d8","Active","Active",2019-10-13,"Female","she/her","U+1F3FF",66907,43577,74.4109589041096
6188,"54f7f2a9-37bd-4c49-841e-1e1e6fdd235a","Run ON","Run",2021-12-04,"Male","he/him","U+1F3FB",68402,705244,51.627397260274
6189,"54fa6d3f-c48e-44a4-92ed-80cf249ab936","Advance","Advance",2020-08-20,"Female","she/her","U+1F3FE",65829,2731571,54.1506849315069
6190,"54fa9cb1-9c86-4a60-8740-9b973beb1434","Run BE","Run",2020-11-20,"Female","she/her","U+1F3FD",50227,1704694,37.508870424433
6191,"54fe7c6b-9403-43bf-98da-22c522910915","Run BE","Run",2020-11-20,"Female","she/her","U+1F3FF",65829,2731571,41.5799086757991
6192,"54ff3f6f-b1f2-4711-b8b5-e5230fa78967","Run ON","Run",2021-12-04,"Female","she/her","U+1F3FB",85981,934243,41.3913840856352
6193,"55044ca7-4ac7-42e1-94f6-a748e7222dbf","Advance 2","Advance",2021-07-08,"Female","she/her","U+1F3FF",50227,1704694,67.586301369863
6194,"5505b892-b5ae-4d2d-9222-e37cf99b698c","Advance 2","Advance",2021-07-08,"Male","he/him",NA,50227,1704694,60.0082191780822
6195,"5506122f-1dbb-4b51-89fe-b7627e59b2c3","Run BE","Run",2020-11-20,"Male","he/him","U+1F3FD",65829,2731571,27.1479452054795
6196,"550a14f0-7071-4177-ab17-2fe4430dc513","Advance 2","Advance",2021-07-08,"Female","she/her",NA,50227,1704694,30.1178082191781
6197,"550cd7cb-dfde-4758-94a7-b3fce0ad2ee5","Run ON","Run",2021-12-04,"Female","she/her","U+1F3FF",50227,1704694,17.2793622277117
6198,"550dd2dd-fa6b-49b7-b409-28f0934e9208","Advance 2","Advance",2021-07-08,"Male","he/him","U+1F3FC",65829,2731571,43.5342465753425
6199,"550f7b96-b9cb-4635-befc-be1d75989418","Advance 2","Advance",2021-07-08,"Female","she/her","U+1F3FF",65829,2731571,70.5890410958904
6200,"551271c8-a78a-4454-8bb4-ccf0cdaaac17","Advance 2","Advance",2021-07-08,"Male","he/him",NA,97334,1239220,22.1835616438356
6201,"55176684-76c4-4f36-90d4-0e96f52d5f7e","Advance 2","Advance",2021-07-08,"Male","they/them",NA,87225,932546,42.3534246575342
6202,"55195dc4-7e4f-406d-9be4-bf99424f9b3a","Advance 2","Advance",2021-07-08,"Female","she/her","U+1F3FD",50227,1704694,44.5972602739726
6203,"551ce22a-0dc7-4549-ab60-113130c1210c","Run BE","Run",2020-11-20,"Female","she/her","U+1F3FB",85981,934243,60.0383561643836
6204,"551e6f4a-f43e-48ea-a26c-2db03f2e38c6","Advance 2","Advance",2021-07-08,"Male","he/him","U+1F3FC",65829,2731571,43.6164383561644
6205,"551f871d-bca3-40eb-9c6b-1a2139a475e6","Run BE","Run",2020-11-20,"Male","he/him","U+1F3FE",50227,1704694,37.3749906430122
6206,"5521b3cc-6ffb-4019-8d1a-674ac33bd718","Run BE","Run",2020-11-20,"Female","she/her","U+1F3FE",65829,2731571,62.427397260274
6207,"5524321d-6484-489e-aaf8-de1c63c9af77","Advance 2","Advance",2021-07-08,"Male","he/him","U+1F3FD",65327,631486,25.1424657534247
6208,"5524a779-fe42-49e8-8f92-d44cdb621946","Advance 2","Advance",2021-07-08,"Male","he/him",NA,65829,2731571,26.358904109589
6209,"5525c4a9-7108-4782-8e9d-ddf61e023647","Active Alpha","Active",2020-12-30,"Female","she/her","U+1F3FD",85981,934243,63.1013698630137
6210,"5529df65-a9d4-422f-905c-2b6f76a87a10","Run BE","Run",2020-11-20,"Male","he/him","U+1F3FF",85981,934243,48.2958904109589
6211,"552af3ba-4a69-43b5-a40a-b4d679f83918","Active Alpha","Active",2020-12-30,"Male","he/him","U+1F3FC",65829,2731571,63.9260273972603
6212,"55334982-a524-4f75-a947-4d5cc2b4b116","Run BE","Run",2020-11-20,"Female","she/her","U+1F3FD",83018,721599,35.5452054794521
6213,"55351d3c-3fcf-4a3c-8edf-fb1841ae5605","Run BE","Run",2020-11-20,"Female","she/her",NA,65829,2731571,43.2657534246575
6214,"5535b9a3-d23d-4c8c-bd23-287c65db4ef1","Advance 2","Advance",2021-07-08,"Male","he/him","U+1F3FB",68703,276245,43.241095890411
6215,"55380928-f488-40cf-bd10-a1d1346cc64a","Run BE","Run",2020-11-20,"Male","he/him","U+1F3FC",83018,721599,46.6849315068493
6216,"55380fee-5076-4d4c-916f-88d145be8dc0","Run BE","Run",2020-11-20,"Female","she/her","U+1F3FD",68402,705244,26.558904109589
6217,"553b09ef-b1f4-4369-a42e-c8699d857e27","Run BE","Run",2020-11-20,"Female","she/her","U+1F3FC",81832,215106,67.9068493150685
6218,"553b3f0c-0d5b-4227-b295-e5bac4870269","Active Alpha","Active",2020-12-30,"Male","he/him",NA,65829,2731571,71.5123287671233
6219,"553ba30a-d5ff-4a2d-8f83-321692694f03","Advance 2","Advance",2021-07-08,"Male","he/him",NA,50227,1704694,48.0493150684932
6220,"553d70c6-1927-49ce-8af3-7d9bf32b4caa","Run BE","Run",2020-11-20,"Male","he/him","U+1F3FB",85981,934243,28.027397260274
6221,"553deb02-ace8-4d9a-bc66-c545f55d2072","Run ON","Run",2021-12-04,"Male","he/him","U+1F3FE",62011,383822,33.3804551238865
6222,"553efa0a-6a00-487a-a4cf-de9028c8369a","Active","Active",2019-10-13,"Female","she/her","U+1F3FB",65829,2731571,85.1671232876712
6223,"5541671f-b071-47d0-ac28-5d3146c01695","Advance 2","Advance",2021-07-08,"Male","he/him","U+1F3FB",50227,1704694,45.013698630137
6224,"554430fa-08f8-4f58-94f8-fedab463cac0","Run 875","Run",2019-09-12,"Female","she/her","U+1F3FC",85981,934243,55.8054794520548
6225,"55447ac5-b33f-4851-b679-639a552add3d","Advance 2","Advance",2021-07-08,"Male","he/him","U+1F3FF",97334,1239220,91.3917808219178
6226,"5547eea1-edaf-4dcc-814d-79f4a52b0a7a","Advance","Advance",2020-08-20,"Female","she/her","U+1F3FF",79001,246376,34.372602739726
6227,"55487fff-582f-4f0c-bf37-420c47c210a8","Run 875","Run",2019-09-12,"Male","he/him","U+1F3FB",83018,721599,43.1315068493151
6228,"554de3af-29e5-461b-8ac7-f6ea68ea0d05","Advance 2","Advance",2021-07-08,"Male","he/him","U+1F3FF",50227,1704694,33.4241709708811
6229,"5550f53b-392c-4bae-8d85-78cc2c197e19","Advance 2","Advance",2021-07-08,"Female","she/her",NA,50227,1704694,28.2931506849315
6230,"555321c1-e174-4396-8383-073a22c3240f","Run BE","Run",2020-11-20,"Female","she/her","U+1F3FF",50227,1704694,65.1945205479452
6231,"555ce144-0039-4095-9c2d-b675a2c45d04","Advance 2","Advance",2021-07-08,"Male","he/him","U+1F3FE",50227,1704694,34.2109589041096
6232,"55680b39-6bfb-43e0-87b7-b8e7dabbfbd7","Advance","Advance",2020-08-20,"Female","she/her","U+1F3FE",50227,1704694,37.4159742495696
6233,"556d0940-6a1e-4cc4-82f7-3d8ed665afee","Advance 2","Advance",2021-07-08,"Female","she/her",NA,97334,1239220,45.0520547945206
6234,"55716911-f38b-453e-85ca-0188182f70ab","Active Alpha","Active",2020-12-30,"Male","he/him","U+1F3FE",50227,1704694,47.8986301369863
6235,"5571eeb3-e9d6-4650-8e11-d5100b922f6c","Run ON","Run",2021-12-04,"Female","she/her","U+1F3FF",97334,1239220,37.5881053971106
6236,"5572ede5-1165-48e9-bfd5-8a9d4975cc83","Active Alpha","Active",2020-12-30,"Female","she/her","U+1F3FC",85794,100418,65.8913840856352
6237,"5572ee19-9811-495b-9a01-a1b736519181","Run BE","Run",2020-11-20,"Female","she/her",NA,87290,593638,18.1178082191781
6238,"55751367-8a0d-4128-b0fc-9742a643fb08","Run ON","Run",2021-12-04,"Male","they/them",NA,69024,536917,32.9561643835616
6239,"557698fd-49b5-46c1-b3cb-5ecca86eede9","Active","Active",2019-10-13,"Female","they/them",NA,65829,2731571,28.9205479452055
6240,"557c5c4f-1a1e-4bcc-aff1-3f265355c96a","Run 875","Run",2019-09-12,"Female","she/her","U+1F3FB",86178,82256,54.786301369863
6241,"557d2b4f-09f1-4b24-9732-0ffdb3c0a872","Active Alpha","Active",2020-12-30,"Male","he/him","U+1F3FC",65829,2731571,61.956957856127
6242,"558108ac-7c05-4cb9-9c8b-7a5739c591d6","Run ON","Run",2021-12-04,"Female","she/her","U+1F3FD",87225,932546,47.3397260273973
6243,"55810eb0-0afb-4133-a841-fa5c1cbd0d8c","Advance 2","Advance",2021-07-08,"Male","he/him","U+1F3FC",85981,934243,83.3369863013699
6244,"558aa69a-a7c6-4550-9426-f83aaed71a10","Run ON","Run",2021-12-04,"Female","she/her",NA,65829,2731571,38.9260273972603
6245,"558b0e21-c74a-440a-a155-a5a6fffcc205","Advance 2","Advance",2021-07-08,"Female","she/her","U+1F3FF",65829,2731571,20.9616438356164
6246,"558cb8fe-3b02-4f11-ba15-771423ab7992","Advance 2","Advance",2021-07-08,"Male","he/him","U+1F3FF",97334,1239220,69.1534246575342
6247,"55919248-7f87-49fd-9f70-d6dbcb8bf072","Run BE","Run",2020-11-20,"Male","he/him","U+1F3FD",50227,1704694,48.7808219178082
6248,"559589cd-ebf5-4ee4-909e-fa8d1b4d09c6","Advance 2","Advance",2021-07-08,"Male","he/him","U+1F3FB",85981,934243,46.1643835616438
6249,"5596bf64-0605-4720-bfc2-79f978316758","Active Alpha","Active",2020-12-30,"Male","he/him",NA,87225,932546,23.1424657534247
6250,"5598476e-da7e-4673-aa61-0634473e9179","Advance 2","Advance",2021-07-08,"Female","she/her","U+1F3FC",87225,932546,65.7438431020286
6251,"55aa7554-8a8b-47ee-b661-41ab5fc33629","Active Alpha","Active",2020-12-30,"Male","he/him","U+1F3FB",65829,2731571,68.8986301369863
6252,"55aad1ce-f80b-4eee-9255-1ef15c7016c1","Advance","Advance",2020-08-20,"Male","he/him",NA,50227,1704694,34.2931506849315
6253,"55aaef0e-b45e-42d3-9c2a-65a3787a312d","Run BE","Run",2020-11-20,"Male","he/him","U+1F3FC",97334,1239220,48.386301369863
6254,"55ab3cb3-6336-4832-b581-148ace9f8862","Run BE","Run",2020-11-20,"Female","she/her","U+1F3FB",97334,1239220,22.1397260273973
6255,"55ad526c-b4d9-4432-9c81-2528772d5553","Run BE","Run",2020-11-20,"Male","he/him","U+1F3FC",50227,1704694,45.5416573096789
6256,"55aeb883-2bc6-405f-bd2e-9df8fc219ada","Active Alpha","Active",2020-12-30,"Intersex","she/her","U+1F3FB",65829,2731571,61.1260273972603
6257,"55af16f3-ef64-4c0c-a8f9-e0ed2864a804","Run ON","Run",2021-12-04,"Male","he/him","U+1F3FF",50227,1704694,31.986301369863
6258,"55b03245-6709-4217-968f-30274f2f563f","Advance 2","Advance",2021-07-08,"Male","he/him",NA,59881,531902,22.0493150684932
6259,"55b90190-bbad-4f4b-a230-75c5a4a41e12","Advance","Advance",2020-08-20,"Male","he/him","U+1F3FC",87290,593638,31.4082191780822
6260,"55c10ec2-27fa-4036-bd17-e50ea5d7331e","Advance 2","Advance",2021-07-08,"Male","he/him","U+1F3FE",65829,2731571,44.6986301369863
6261,"55c12f50-ac80-4815-8a01-09c340b4fd82","Run 875","Run",2019-09-12,"Female","she/her",NA,85981,934243,17.6782693315368
6262,"55c5693c-bcae-45fe-a573-0c706b6d35ff","Run BE","Run",2020-11-20,"Female","she/her","U+1F3FE",65829,2731571,68.7643835616438
6263,"55c67c83-442b-4954-8620-d33ec1f384e5","Advance","Advance",2020-08-20,"Female","she/her","U+1F3FE",59881,531902,62.2465753424658
6264,"55cd44b3-956e-46bd-b546-d9ae0ab5635e","Run ON","Run",2021-12-04,"Male","he/him","U+1F3FC",65829,2731571,64.1123287671233
6265,"55d14b2b-0d51-4d3e-8a2b-7bc2f9a018c6","Run ON","Run",2021-12-04,"Female","she/her",NA,65829,2731571,37.6591436484767
6266,"55d1e74b-3154-4978-844b-2940961b0465","Run BE","Run",2020-11-20,"Female","she/her","U+1F3FE",67485,123798,31.0054794520548
6267,"55d2cb24-7f05-4ffc-b546-c92fc7e19ff9","Advance 2","Advance",2021-07-08,"Male","he/him","U+1F3FF",50227,1704694,40.2821917808219
6268,"55d36560-bdec-46e5-8df0-b124684d27b0","Run ON","Run",2021-12-04,"Female","she/her","U+1F3FC",87290,593638,41.6564114080395
6269,"55d5f347-6788-4668-872d-873ace033101","Run BE","Run",2020-11-20,"Female","she/her",NA,65829,2731571,18.6493150684932
6270,"55d945f7-0dd4-43ca-af34-1a55c957d876","Advance","Advance",2020-08-20,"Female","she/her",NA,65829,2731571,67.3424657534247
6271,"55db6e0f-d3c3-4ea0-9ea4-729b65e3b3f1","Active","Active",2019-10-13,"Female","she/her","U+1F3FB",50227,1704694,87.9780821917808
6272,"55de8814-fb8e-4aa2-b6f1-badac380163e","Advance 2","Advance",2021-07-08,"Female","she/her",NA,85981,934243,19.5753424657534
6273,"55df8120-9a4b-467c-b5d2-446ab66da9b1","Run BE","Run",2020-11-20,"Female","she/her",NA,68703,276245,48.7616438356164
6274,"55e212d1-45fb-4593-b512-5155b4864819","Advance 2","Advance",2021-07-08,"Female","she/her",NA,87225,932546,40.3205479452055
6275,"55e343f3-e04f-47f4-bbd1-d8877b42eb05","Run BE","Run",2020-11-20,"Female","she/her","U+1F3FF",55450,217188,35.5917808219178
6276,"55e4043c-ce2d-43e6-9696-f22bd6560ef6","Advance 2","Advance",2021-07-08,"Female","she/her","U+1F3FF",59881,531902,80.4821917808219
6277,"55e7bc6d-04ef-4bb5-86c4-d6020f253ba3","Advance","Advance",2020-08-20,"Male","he/him","U+1F3FD",65829,2731571,43.0794520547945
6278,"55ee6ae0-ae82-457f-8749-9519c5f60db7","Run ON","Run",2021-12-04,"Female","she/her","U+1F3FF",97334,1239220,43.5698630136986
6279,"55eef18e-1be3-4073-9a55-ae6012f20a1d","Active Alpha","Active",2020-12-30,"Male","he/him","U+1F3FF",69553,403131,32.8164383561644
6280,"55f43e0c-2a53-4ba1-9e1d-640f04155e39","Advance 2","Advance",2021-07-08,"Female","she/her","U+1F3FC",71805,161531,42.5945205479452
6281,"55f47afb-3d2c-4514-afb4-43af48076bc8","Run 875","Run",2019-09-12,"Male","he/him","U+1F3FD",65829,2731571,39.6109589041096
